Contains 'G' Schmidt semi-normalized spherical harmonic coefficients for Q3 external field model of Uranus in gauss (G), organized as G_mn, so that each row represents a single n and each column a single m. See https://doi.org/10.1029/JA092iA13p15329
       G0n,       G1n
 -0.000017, -0.000003
