Contains 'H' Schmidt semi-normalized spherical harmonic coefficients for Burton et al. 2010 external field model of Saturn in gauss (G), organized as H_mn, so that each row represents a single n and each column a single m. See https://doi.org/10.1029/2010GL045148
        H0n,       H1n
          0, -0.000014
