Contains 'a' and 'alpha' parameterization coefficients for Arridge et al. (2006) magnetopause field model of Saturn based on Shue et al. (1997) model. See https://doi.org/10.1029/2005JA011574
     a1,     a2,     a3,     a4,  alpha
    9.7,   0.24,   0.77,   -1.5,    4.3
